place,id,name,address,latitude,longitude,startDate,numOfUnits
종로구,351, 청운초교 앞 삼거리,서울특별시 종로구 청운동 108-22,37.585079,126.970619,2016-06-01,8
종로구,352, 중앙고입구 삼거리,서울특별시 종로구 창덕궁길 191,37.583416,126.985237,2016-06-01,15
종로구,353, 재동초교 앞 삼거리,서울특별시 종로구 재동 19,37.579388,126.984947,2016-06-01,8
종로구,354, 포르투갈 대사관 앞,서울특별시 종로구 창덕궁1길 3,37.579155,126.98896,2016-06-01,10
종로구,355, 서울사대부속초교 앞,서울특별시 종로구 연건동 178-3,37.576508,127.002457,2016-06-01,15
종로구,356, KT혜화지사 앞,서울특별시 종로구 대학로 65,37.577145,127.00206,2016-06-01,15
종로구,358, 성대입구 사거리,서울특별시 종로구 창경궁로 234,37.5825,126.998535,2016-06-01,13
종로구,359, 원남동사거리,서울특별시 종로구 율곡로 169,37.576061,126.997681,2016-06-01,8
종로구,361, 동묘앞역 1번출구 뒤,서울특별시 종로구 숭인동 81-39,37.573242,127.015907,2016-06-01,10
종로구,362, 청계8가 사거리,서울특별시 종로구 청계천로 407,37.572224,127.022705,2016-06-01,10
종로구,363, 신설동역 11번출구 뒤,서울특별시 종로구 숭인동 1311,37.57576,127.022835,2016-06-01,10
종로구,364, 창신역 1번출구 앞,서울특별시 종로구 지봉로 87,37.579334,127.015083,2016-06-01,8
종로구,367, 독립문역 3-1번출구 ,서울특별시 종로구 무악동 41-7,37.573849,126.958694,2016-06-01,8
종로구,368, SK 서린빌딩 앞,서울특별시 종로구 서린동 93-2,37.569248,126.980537,2016-06-01,12
종로구,369, 광화문 시민열린마당,서울특별시 종로구 세종로 76-5,37.575493,126.9785,2016-06-01,20
중구,370, 시청역(2호선) 9번출구 뒤,서울특별시 중구 서소문로 지하127,37.563229,126.974838,2016-06-15,26
중구,371, 동대입구역 6번출구 뒤,서울특별시 중구 동호로 지하256,37.558872,127.005539,2016-06-15,10
중구,372, 약수역 3번출구 뒤,서울특별시 중구 다산로 지하122,37.554295,127.0112,2016-06-15,10
중구,373, 청구 어린이공원,서울특별시 중구 다산로14길 41,37.555859,127.013855,2016-06-15,8
중구,374, 청구역 2번출구 앞,서울특별시 중구 청구로 지하77,37.560474,127.014076,2016-06-15,10
중구,375, 다산 어린이공원,서울특별시 중구 다산로40길 37,37.563717,127.018425,2016-06-15,8
중구,378, 청계7가 사거리,서울특별시 중구 다산로 지하260,37.569805,127.016953,2016-06-15,10
중구,379, 서울역9번출구,서울특별시 중구 세종대로 지하2,37.556,126.973358,2016-06-15,7
중구,380, CJ제일제당 앞,서울특별시 중구 동호로 330,37.563866,127.002747,2016-06-15,8
중구,381, 장충체육관,서울특별시 중구 장충동2가 200-99,37.558533,127.006989,2016-06-15,10
중구,382, 약수역 10번출구 앞,서울특별시 중구 신당동 357-1,37.555199,127.010048,2016-06-15,7
중구,383, 신당역 12번 출구 뒤,서울특별시 중구 신당동 99,37.565849,127.016403,2016-06-15,17
중구,384, 종로학원본원 ,서울특별시 중구 청파로 456,37.55978,126.968506,2016-06-15,10
종로구,385, 종각역 5번출구,서울특별시 종로구 서린동 26-1,37.569836,126.982658,2016-07-06,10
종로구,386, 올림픽기념 국민생활관 앞,서울특별시 종로구 성균관로 91,37.590233,126.99852,2016-07-06,10
중구,387, 훈련원공원주차장 앞,서울특별시 중구 을지로 227,37.566994,127.003464,2016-07-06,10
종로구,388, 동성중학교 앞,서울특별시 종로구 혜화동 56,37.585735,127.00161,2016-09-02,10
중구,389, 을지로4가역 1번출구,서울특별시 중구 을지로 지하 178,37.56673,126.996605,2017-08-03,10
중구,390, 충무로역 1번출구,서울특별시 중구 퇴계로 212,37.56139,126.995354,2017-08-03,10
중구,391, 정동길입구,서울특별시 중구 세종대로19길 16,37.565437,126.973305,2017-09-04,8
종로구,393, 동대문역 8번 출구,서울특별시 종로구 율곡로 지하 308,37.570141,127.009377,2018-01-26,10
종로구,394, 경희궁 자이 3단지,서울특별시 종로구 경교장길 35,37.56749,126.965919,2018-01-26,15
종로구,395, 경희궁 자이 2단지,서울특별시 종로구 송월길 99,37.568855,126.964561,2018-01-26,8
종로구,397, 종묘공영주차장 건너편,서울특별시 종로구 종로 지하 200,37.57048,126.996635,2018-04-30,13
중구,398,을지로3가역 3번출구,중구 을지로3가 282-8 ,37.566559,126.992439,2018.10.26,8
중구,399,서울역 센트럴 자이아파트,중구 만리동2가 176-1,37.554108,126.965408,2018.10.12,15
마포구,400, 상암한화오벨리스크 1차 앞,서울특별시 마포구 구룡길 19,37.587524,126.883003,2015-10-07,15
마포구,401, 상암월드컵파크 10단지 앞,서울특별시 마포구 월드컵북로 502-36,37.586189,126.881615,2015-10-07,15
마포구,402, 상암월드컵파크 9단지 앞,서울특별시 마포구 월드컵북로 501,37.582855,126.879822,2015-10-07,20
마포구,403, 부엉이공원 앞,서울특별시 마포구 가양대로 189,37.58559,126.884727,2015-10-07,20
마포구,405, DMC빌 앞,서울특별시 마포구 월드컵북로60길 13,37.582657,126.885788,2015-10-07,8
마포구,406, 상암월드컵파크 7단지 앞,서울특별시 마포구 상암산로1길 92,37.581314,126.880585,2015-10-07,15
마포구,407, 마포구 육아종합지원센터,서울특별시 마포구 상암산로1길 71,37.580631,126.883675,2015-10-07,8
마포구,408, LG CNS앞,서울특별시 마포구 월드컵북로 424,37.580811,126.88665,2015-10-07,20
마포구,409, 누리꿈스퀘어 옆,서울특별시 마포구 월드컵북로 396,37.579399,126.88916,2015-10-07,25
마포구,410, 상암중학교 옆,서울특별시 마포구 상암산로1길 26,37.577496,126.887772,2015-10-07,10
마포구,411, DMC홍보관,서울특별시 마포구 월드컵북로 366,37.577995,126.891472,2015-10-07,9
마포구,412, DMC산학협력연구센터 앞,서울특별시 마포구 매봉산로 37,37.575802,126.890739,2015-10-07,20
마포구,413, 상암월드컵파크 3단지 후문,서울특별시 마포구 매봉산로 8,37.571476,126.889687,2015-10-07,9
마포구,414, 상암동주민센터 옆,서울특별시 마포구 매봉산로2길 16,37.57822,126.89447,2015-10-07,8
마포구,415, DMC역 9번출구 앞,서울특별시 마포구 성암로 지하184,37.577469,126.897362,2015-10-07,10
마포구,416, 상암월드컵파크 1단지 교차로,서울특별시 마포구 월드컵북로 502-7,37.575665,126.894447,2015-10-07,12
마포구,417, DMC역 2번출구 옆,서울특별시 은평구 수색로 지하175,37.575069,126.899918,2015-10-07,20
마포구,418, 월드컵경기장역 3번출구 옆,서울특별시 마포구 월드컵로 지하240,37.570721,126.898979,2015-10-07,10
마포구,419, 홈플러스 앞,서울특별시 마포구 월드컵로 240,37.56842,126.899429,2015-10-07,21
마포구,420, 서울시 공공자전거 상암센터,서울특별시 마포구 월드컵북로47길 10,37.566246,126.896179,2015-10-07,40
마포구,421, 마포구청 앞,서울특별시 마포구 월드컵로 212,37.565903,126.901184,2015-10-07,8
마포구,422, 문화비축기지,서울특별시 마포구 증산로 87,37.569084,126.894424,2017-08-28,13
마포구,424, 롯데하이마트 (상암월드컵점) ,서울특별시 상암동 1715-29,37.57362,126.898048,2017-11-01,15
마포구,425,DMC 첨단산업센터,서울특별시 마포구 성암로330,37.584503,126.885597,2017-11-01,10
마포구,426, 서울신용보증재단,서울특별시 마포구 마포대로 163,37.549061,126.954178,2018.7.4개통,10
마포구,427, 성산시영아파트,서울특별시 마포구 월드컵북로 260,37.569584,126.903816,2018-02-26,10
중구,428,명보사거리,중구 초동 22-2 ,37.5644,126.991432,2018.10.22,10
중구,429,송도병원,중구 신당동 432-730,37.549889,127.007347,2018.10.22,8
중구,430,KEB하나은행 장충동지점,중구 장충동1가 26-1,37.562172,127.006264,2018.11.02,8
중구,431,청계천 영도교,중구 황학동 2472-1 ,37.5709,127.019524,2018.10.23,15
마포구,432,마포중앙도서관,마포구 성산로 128,37.563339,126.908203,2018.10.12,10
중구,433,을지로입구역 2번출구,중구 을지로1가 118,37.566345,126.982292,2018.12.14,10
중구,434,신당 레미안 버스정류장,중구 신당동 85-730,37.561489,127.023933,2018.12.06,10
중구,435,SK 남산빌딩,중구 남대문로5가 520,37.556862,126.975616,2018.12.06,10
마포구,436,이대역 5번출구,마포구 대흥동 2-1,37.556591,126.94619,2018.11.21,10
마포구,437,대흥역 1번출구,마포구 대흥동 105-4,37.54821,126.941383,2018.12.04,12
마포구,438,성산2-1 공영주차장,마포구 성산동 199-46,37.56472,126.906769,2018.11.22,15
마포구,439,마포어린이공원,마포구 마포동 364-4,37.535751,126.944038,2018.12.06,10
종로구,446, 상명대입구,서울특별시 종로구 홍지문길 1,37.600128,126.957832,2017-08-01,10
종로구,447, 신영동삼거리,서울특별시 종로구 진흥로 499,37.603992,126.961945,2017-08-01,10
종로구,449, 일성아파트,서울특별시 종로구 평창문화로 119,37.608719,126.972862,2017-08-01,10
종로구,450, 효자동 삼거리,서울특별시 종로구 효자로13길 45,37.583603,126.972549,2017-09-07,20
종로구,451, 청와대앞길,서울특별시 종로구 청와대로 73,37.583515,126.979668,2017-09-07,13
종로구,452,동대문 종합시장 버스정류장, 종로구 종로5가 11-2,37.571239,127.00441,2018.10.23,13
종로구,453,종로오가 지하쇼핑센터 14번출구,종로5가 82-1 ,37.57114,127.000671,2018.08.31,10
종로구,454,종로2가 버스정류장(종각방향), 종로구 종로 79-1,37.570358,126.986382,2018.08.31,13
종로구,455,삼익한의원,종로구 종로5가 269-3,37.570961,127.006058,2018.08.30,8
종로구,456,숭인2동 주민센터 입구(이강3대냉면), 종로구 숭인동 183-2,37.574471,127.019829,2018.08.30,10
종로구,457,종로꾳시장 입구 옆,종로구 종로6가 94-1,37.57132,127.00721,2018.08.30,10
종로구,458,광화문역 5번출구,종로구 세종로 1-68 ,37.569939,126.977539,2018.08.31,21
종로구,461,서울지방경찰청,종로구 내자동 186-3 ,37.574364,126.972366,2018.10.29,10
광진구,500, 어린이대공원역 3번출구 앞,서울특별시 광진구 능동로 지하210,37.54707,127.074272,2015-10-07,10
광진구,501, 광진구의회 앞,서울특별시 광진구 능동로 76,37.537308,127.070351,2015-10-07,30
광진구,502, 뚝섬유원지역 1번출구 앞,서울특별시 광진구 능동로 10,37.53186,127.067192,2015-10-07,27
광진구,504, 신자초교입구교차로,서울특별시 광진구 뚝섬로 596,37.53297,127.075935,2015-10-07,9
광진구,505, 자양사거리 광진아크로텔 앞,서울특별시 광진구 아차산로 355,37.53701,127.082245,2015-10-07,10
성동구,506, 금호 어울림 아파트 앞,서울특별시 성동구 광나루로 249,37.549061,127.057793,2015-10-07,7
성동구,507, 성수아이에스비즈타워 앞,서울특별시 성동구 성수이로 147,37.548203,127.057114,2015-10-07,7
성동구,508, 성수아카데미타워 앞,서울특별시 성동구 성수이로 118,37.545166,127.05751,2015-10-07,10
성동구,509, 이마트 버스정류소 옆,서울특별시 성동구 뚝섬로 379,37.539654,127.052589,2015-10-07,20
성동구,510, 서울숲 남문 버스정류소 옆,서울특별시 성동구 왕십리로11길 9,37.541222,127.0438,2015-10-07,10
성동구,511, 서울숲역 4번 출구 옆,서울특별시 성동구 왕십리로 지하77,37.544582,127.044609,2015-10-07,16
성동구,512, 뚝섬역 1번 출구 옆,서울특별시 성동구 아차산로 18,37.548561,127.045006,2015-10-07,15
성동구,513, 뚝섬역 5번 출구 정류소 옆,서울특별시 성동구 아차산로 18,37.546307,127.049805,2015-10-07,13
성동구,514, 성수사거리 버스정류장 앞,서울특별시 성동구 아차산로 171,37.54258,127.063309,2015-10-07,7
광진구,515, 광양중학교 앞,서울특별시 광진구 자양로3길 7,37.530235,127.08683,2015-10-07,10
광진구,516, 광진메디칼 앞,서울특별시 광진구 광나루로 355,37.548405,127.069366,2015-10-07,10
성동구,518, 청계천 박물관 앞,서울특별시 성동구 마장동 610,37.571526,127.035355,2016-06-29,20
성동구,519, 양지사거리,서울특별시 성동구 홍익동 590,37.566994,127.029915,2016-06-29,20
성동구,520, 상왕십리역 4번 출구 앞,서울특별시 성동구 하왕십리동 960-3,37.563858,127.030319,2016-06-29,10
성동구,521, 왕십리역 11번 출구 앞,서울특별시 성동구 행당동 188-9,37.561447,127.03492,2016-06-29,14
성동구,522, 금호역 1번출구 앞,서울특별시 성동구 금호동3가 1575-3,37.548641,127.016426,2016-06-29,9
성동구,523, 옥수동성당 옆,서울특별시 성동구 옥수동 산5-148,37.543663,127.014061,2016-06-29,11
성동구,524, 래미안금호하이리버 아파트 102동 옆,서울특별시 성동구 금호동2가 1220-1,37.5522,127.025055,2016-06-29,10
성동구,525, 한양대병원사거리,서울특별시 성동구 행당동 20-2,37.558052,127.040352,2016-06-29,20
성동구,526, 용답토속공원 앞,서울특별시 성동구 용답동 224-1,37.563511,127.056725,2016-06-29,10
성동구,529, 장한평역 8번 출구 앞,서울특별시 성동구 용답동 224-3,37.561371,127.06366,2016-06-29,15
성동구,530, 청계벽산아파트 앞,서울특별시 성동구 하왕십리동 286-24,37.568748,127.030403,2016-06-29,9
성동구,533, 우리은행 금호동 지점 앞,서울특별시 성동구 금호동4가 1101,37.548149,127.021088,2016-06-29,7
성동구,534, 금호사거리,서울특별시 성동구 금호동2가 1205-1,37.548634,127.025726,2016-06-29,20
성동구,535, 응봉삼거리,서울특별시 성동구 응봉동 134-26,37.553986,127.033592,2016-06-29,16
성동구,536, 행당역 2번출구 앞,서울특별시 성동구 행당동 347-11,37.55735,127.029213,2016-06-29,8
성동구,537, 한양대후문역 부근,서울특별시 성동구 행당동 10,37.560356,127.041397,2016-06-29,10
성동구,538, 답십리역 8번출구 앞,서울특별시 성동구 용답동 102-1,37.56765,127.051155,2016-06-29,15
광진구,539, 군자교교차로,서울특별시 광진구 중곡동 263-1,37.559795,127.074203,2016-06-29,10
광진구,540, 군자역 7번출구 베스트샵 앞,서울특별시 광진구 군자동 499,37.55603,127.078644,2016-06-29,8
광진구,542, 강변역 4번출구 뒤,서울특별시 광진구 구의동 546-6,37.535465,127.094482,2016-06-29,19
광진구,543, 구의공원(테크노마트 앞),서울특별시 광진구 구의동 546-3,37.535969,127.094673,2016-06-29,20
광진구,544, 광남중학교,서울특별시 광진구 광장동 561-15,37.54073,127.102905,2016-06-29,20
광진구,546, 잠실대교북단 교차로,서울특별시 광진구 자양동 722,37.532478,127.085091,2016-06-29,8
광진구,548, 자양나들목,서울특별시 광진구 자양동 738,37.52977,127.07486,2016-06-29,20
광진구,549, 아차산역 3번출구,서울특별시 광진구 구의동 96,37.551224,127.089706,2016-06-29,10
성동구,550, 서울시설공단 앞,서울특별시 성동구 마장동 610 ,37.57164,127.03566,2016-06-29,15
광진구,551, 구의삼성쉐르빌 앞,서울특별시 광진구 구의강변로 106,37.540062,127.094498,2016-07-06,10
광진구,552, 대림아크로리버 앞,서울특별시 광진구 구의강변로 64,37.536579,127.092972,2016-07-06,10
광진구,553, 중곡 성원APT 앞,서울특별시 광진구 동일로 459,37.571255,127.079803,2016-07-06,19
광진구,555, 구의3동주민센터,서울특별시 광진구 강변역로 17,37.537849,127.092171,2016-07-06,10
성동구,556, 달맞이공원,서울특별시 성동구 금호동4가 367-1,37.542053,127.020401,2016-07-06,20
성동구,557, 도선동 주민센터 앞,서울특별시 성동구 무학로10길 6,37.567642,127.025696,2016-07-06,10
성동구,558, 성동광진 교육지원청 앞,서울특별시 성동구 고산자로 260,37.564606,127.036522,2016-07-06,20
성동구,559, 왕십리역 4번 출구 건너편,서울특별시 성동구 왕십리광장로 10-1,37.561096,127.036797,2016-07-06,10
성동구,560, 비전교회 앞,서울특별시 성동구 동일로 213,37.551205,127.068932,2016-07-06,8
성동구,561, 서울숲역 2번출구 앞,서울특별시 성동구 왕십리로 64,37.542816,127.04467,2016-07-06,10
성동구,562, 군자지하보도 앞,서울특별시 성동구 동일로 313,37.559246,127.07341,2016-07-06,10
성동구,563, 성동세무서 건너편,서울특별시 성동구 광나루로 302,37.547913,127.062752,2016-07-06,10
성동구,564, 금호역 3번출구,서울특별시 성동구 동호로 99,37.547928,127.015572,2016-07-06,15
성동구,565, 옥수역 3번출구,서울특별시 성동구 한림말길 56,37.541363,127.017662,2016-07-06,20
성동구,567, 성수역 2번출구 앞,서울특별시 성동구 아차산로 113,37.54459,127.057083,2016-07-06,15
성동구,568, 청계8가사거리 부근,서울특별시 동대문구 청계천로 417,37.571102,127.02356,2016-07-06,10
성동구,569, 응봉현대아파트 정류소,서울특별시 성동구 독서당로 381,37.549583,127.030243,2016-07-06,10
광진구,571, 어린이대공원역6번출구,서울특별시 광진구 군자로 74,37.548496,127.07476,2016-07-06,20
광진구,572, 국립정신 건강센터 앞,서울특별시 광진구 능동로 398,37.56538,127.08651,2016-07-06,20
광진구,573, 구의문주차장 앞,서울특별시 광진구 능동로 216,37.545231,127.084732,2016-07-06,10
광진구,574, 아차산역4번출구,서울특별시 광진구 능동로 216,37.551849,127.088982,2016-07-06,40
광진구,575, 중앙농협 중곡지점,서울특별시 광진구 용마산로 120,37.564293,127.086937,2016-07-06,10
광진구,576, 광나루역 3번 출구,서울특별시 광진구 아차산로 552,37.54483,127.104263,2016-07-06,10
광진구,577, 광진청소년수련관,서울특별시 광진구 구천면로 2,37.546547,127.106133,2016-07-06,10
성동구,578, 성동세무서 부근,서울특별시 성동구 광나루로 303-1,37.548286,127.062088,2016-07-06,8
성동구,579, 마장역 4번출구,서울특별시 성동구 마장로 292-1,37.565205,127.041847,2016-07-06,8
성동구,580, 신금호역 3번출구 뒤,서울특별시 성동구 무수막길 97,37.554493,127.02021,2016-07-06,6
성동구,581, 용답초등학교,서울특별시 성동구 용답25길 1,37.561012,127.054237,2016-07-06,13
성동구,582, 경일중학교 앞,서울특별시 성동구 성수일로 27,37.543179,127.04908,2016-07-06,10
성동구,583, 청계천 생태교실 앞,서울특별시 성동구 마장로39길 51,37.56797,127.04689,2016-07-06,20
광진구,584, 광진광장 교통섬,서울특별시 광진구 군자동 374-8,37.547829,127.072632,2016-09-02,20
성동구,585, 성수2가1동 공영주차장 인근,서울특별시 성동구 성수동2가 569-3,37.536808,127.055489,2016-09-02,9
성동구,586, 마장동 주민센터,서울특별시 성동구 마장로42길 14,37.565941,127.045395,2016-09-02,10
성동구,587, KEB하나은행 성수중앙지점,서울특별시 성동구 성수동2가 276-5,37.545418,127.052643,2016-09-20,10
광진구,588, 뚝섬 유원지역,서울특별시 광진구 능동로 10,37.532688,127.067497,2016-12-09,20
성동구,589, 성수역3번출구,서울특별시 성동구 아차산로 100,37.544159,127.056656,2017-04-19,8
광진구,590, 건국대학교 (입학정보관),서울특별시 광진구 능동로 120,37.53989,127.073364,2017-08-30,20
광진구,591, 건국대학교 (행정관),서울특별시 광진구 능동로 120,37.542778,127.075371,2017-08-30,5
광진구,592, 건국대학교 학생회관,서울특별시 광진구 능동로 120,37.541912,127.077637,2017-08-30,30
광진구,593,자양중앙나들목,서울특별시 광진구 자양강변길 301,37.528587,127.077873,2017-10-18,5
성동구,594, 중랑물재생센터(서울새활용플라자),서울특별시 성동구 자동차시장길 49,37.558365,127.056908,2017-08-28,15
동대문구,600, 휘경2동 주민센터,서울특별시 동대문구 한천로 329,37.589912,127.06868,2016-06-29,10
동대문구,601, 용신동주민센터,서울특별시 동대문구 용두동 65-25,37.575947,127.037361,2016-06-29,10
동대문구,602, 장안동 사거리,서울특별시 동대문구 장한로 25길 2,37.572174,127.071388,2016-06-29,10
동대문구,604, 답십리초등학교 옆 공원,서울특별시 동대문구 전농로3길 23,37.569656,127.055962,2016-06-29,15
동대문구,605, 신설동역8번출구,서울특별시 동대문구 천호대로 26,37.5742,127.026497,2016-06-29,8
동대문구,606, 휘경공고앞,서울특별시 동대문구 겸재로 21,37.584625,127.07029,2016-06-29,15
동대문구,607, 신이문역 2번출구,서울특별시 동대문구 이문동186-1,37.602711,127.067863,2016-06-29,10
동대문구,608, 전농삼성아파트,서울특별시 동대문구 전농로 192,37.58131,127.055344,2016-06-29,10
동대문구,609, 제기2교,서울특별시 동대문구 제기동122-388,37.587791,127.037361,2016-06-29,20
